村里代碼,村里,選舉人,里長政黨,投票所數量,平均
66000100-009,臺中市東勢區中嵙里,1861,中國國民黨,2,931
66000100-010,臺中市東勢區福隆里,3419,中國國民黨,3,1140
66000100-011,臺中市東勢區隆興里,1442,無,1,1442
66000100-012,臺中市東勢區新盛里,4837,無,3,1612
66000100-013,臺中市東勢區詒福里,1592,無,1,1592
66000100-014,臺中市東勢區上城里,975,無,1,975
66000100-015,臺中市東勢區下城里,863,無,1,863
66000100-016,臺中市東勢區慶東里,1826,無,2,913
66000100-017,臺中市東勢區慶福里,1318,無,1,1318
66000100-018,臺中市東勢區東新里,1867,無,2,934
66000100-019,臺中市東勢區粵寧里,1975,無,2,988
66000100-020,臺中市東勢區下新里,1648,中國國民黨,1,1648
66000100-021,臺中市東勢區興隆里,1167,無,1,1167
66000100-022,臺中市東勢區茂興里,1725,中國國民黨,2,863
66000100-023,臺中市東勢區泰興里,713,無,1,713
66000100-024,臺中市東勢區埤頭里,659,無,1,659
66000100-025,臺中市東勢區明正里,1323,無,1,1323
66000110-001,臺中市大甲區朝陽里,1348,無,1,1348
66000110-002,臺中市大甲區大甲里,1005,無,1,1005
66000110-003,臺中市大甲區順天里,1515,無,2,758
66000110-004,臺中市大甲區孔門里,779,中國國民黨,1,779
66000110-005,臺中市大甲區平安里,2014,無,2,1007
66000110-006,臺中市大甲區庄美里,2060,無,2,1030
66000110-007,臺中市大甲區新美里,3259,無,3,1086
66000110-008,臺中市大甲區岷山里,2003,無,2,1002
66000110-009,臺中市大甲區中山里,4086,中國國民黨,3,1362
66000110-010,臺中市大甲區南陽里,790,中國國民黨,1,790
66000110-011,臺中市大甲區薰風里,868,無,1,868
66000110-012,臺中市大甲區義和里,3001,無,2,1501
66000110-013,臺中市大甲區武陵里,1125,中國國民黨,1,1125
66000110-014,臺中市大甲區文曲里,1100,無,1,1100
66000110-015,臺中市大甲區武曲里,1706,中國國民黨,2,853
66000110-016,臺中市大甲區文武里,5058,民主進步黨,4,1265
66000110-017,臺中市大甲區奉化里,1884,無,2,942
66000110-018,臺中市大甲區德化里,1663,無,2,832
66000110-019,臺中市大甲區江南里,1292,無,1,1292
66000110-020,臺中市大甲區頂店里,4148,無,3,1383
66000110-021,臺中市大甲區太白里,1240,無,1,1240
66000110-022,臺中市大甲區孟春里,3766,無,3,1255
66000110-023,臺中市大甲區幸福里,2521,無,2,1261
66000110-024,臺中市大甲區日南里,5009,無,4,1252
66000110-025,臺中市大甲區龍泉里,1478,無,2,739
66000110-026,臺中市大甲區西岐里,1597,無,2,799
66000110-027,臺中市大甲區銅安里,1299,無,1,1299
66000110-028,臺中市大甲區福德里,1053,中國國民黨,1,1053
66000110-029,臺中市大甲區建興里,1403,無,1,1403
66000120-001,臺中市清水區鰲峰里,1075,無,1,1075
66000120-002,臺中市清水區靈泉里,1003,無,1,1003
66000120-003,臺中市清水區清水里,1949,無,2,975
66000120-004,臺中市清水區文昌里,654,無,1,654
66000120-005,臺中市清水區南寧里,1700,無,2,850
66000120-006,臺中市清水區西寧里,1519,無,1,1519
66000120-007,臺中市清水區北寧里,689,中國國民黨,1,689
66000120-008,臺中市清水區中興里,418,無,1,418
66000120-009,臺中市清水區西社里,2131,無,2,1066
66000120-010,臺中市清水區南社里,8341,無,6,1390
66000120-011,臺中市清水區裕嘉里,1437,無,1,1437
66000120-012,臺中市清水區臨江里,1554,無,1,1554
66000120-013,臺中市清水區秀水里,3971,無,3,1324
66000120-014,臺中市清水區武鹿里,3230,中國國民黨,3,1077
66000120-015,臺中市清水區海濱里,1898,無,2,949
66000120-016,臺中市清水區槺榔里,4349,無,3,1450
66000120-017,臺中市清水區中社里,2573,中國國民黨,3,858
66000120-018,臺中市清水區高西里,1274,無,1,1274
66000120-019,臺中市清水區高南里,1363,無,1,1363
66000120-020,臺中市清水區高東里,1238,無,1,1238
66000120-021,臺中市清水區高北里,1127,無,1,1127
66000120-022,臺中市清水區高美里,1304,無,1,1304
66000120-023,臺中市清水區國姓里,2057,無,2,1029
66000120-024,臺中市清水區菁埔里,2208,無,2,1104
66000120-025,臺中市清水區頂湳里,1718,無,2,859
66000120-026,臺中市清水區田寮里,2333,無,2,1167
66000120-027,臺中市清水區橋頭里,6919,無,5,1384
66000120-028,臺中市清水區下湳里,2780,無,3,927
66000120-029,臺中市清水區東山里,1159,無,1,1159
66000120-032,臺中市清水區吳厝里,1385,無,1,1385
66000120-030,臺中市清水區楊厝里,1123,無,1,1123
66000120-031,臺中市清水區海風里,1291,無,1,1291
66000130-001,臺中市沙鹿區居仁里,1352,中國國民黨,1,1352
66000130-002,臺中市沙鹿區洛泉里,2002,無,2,1001
66000130-003,臺中市沙鹿區沙鹿里,962,無,1,962
66000130-004,臺中市沙鹿區美仁里,494,中國國民黨,1,494
66000130-005,臺中市沙鹿區興仁里,2309,無,2,1155
66000130-020,臺中市沙鹿區興安里,3146,無,2,1573
66000130-006,臺中市沙鹿區斗抵里,4122,無,3,1374
66000130-007,臺中市沙鹿區鹿峰里,4663,無,3,1554
66000130-008,臺中市沙鹿區鹿寮里,6219,無,5,1244
66000130-009,臺中市沙鹿區竹林里,6726,無,6,1121
66000130-010,臺中市沙鹿區犁分里,1010,無,1,1010
66000130-012,臺中市沙鹿區福興里,3232,無,2,1616
66000130-011,臺中市沙鹿區北勢里,4405,無,3,1468
66000130-013,臺中市沙鹿區晉江里,1551,無,1,1551
66000130-014,臺中市沙鹿區六路里,4258,中國國民黨,3,1419
66000130-015,臺中市沙鹿區南勢里,3017,無,2,1509
66000130-016,臺中市沙鹿區埔子里,4536,中國國民黨,3,1512
66000130-021,臺中市沙鹿區三鹿里,5697,無,3,1899
66000130-017,臺中市沙鹿區公明里,3959,中國國民黨,3,1320
66000130-018,臺中市沙鹿區清泉里,2164,中國國民黨,2,1082
66000130-019,臺中市沙鹿區西勢里,2078,無,2,1039
66000140-001,臺中市梧棲區頂寮里,2906,無,2,1453
66000140-002,臺中市梧棲區下寮里,1877,無,2,939
66000140-003,臺中市梧棲區中正里,3784,無,3,1261
66000140-004,臺中市梧棲區中和里,508,無,1,508
66000140-005,臺中市梧棲區文化里,1184,無,1,1184
66000140-006,臺中市梧棲區安仁里,800,無,1,800
66000140-007,臺中市梧棲區草湳里,5823,無,4,1456
66000140-008,臺中市梧棲區南簡里,4317,無,3,1439
66000140-009,臺中市梧棲區福德里,3931,無,3,1310
66000140-010,臺中市梧棲區大庄里,6688,中國國民黨,5,1338
66000140-011,臺中市梧棲區大村里,5202,無,4,1301
66000140-012,臺中市梧棲區興農里,2194,中國國民黨,2,1097
66000140-013,臺中市梧棲區永寧里,2215,無,2,1108
66000140-014,臺中市梧棲區永安里,2450,無,2,1225
66000150-001,臺中市后里區廣福里,1854,無,2,927
66000150-002,臺中市后里區仁里里,997,無,1,997
66000150-003,臺中市后里區義里里,2963,無,2,1482
66000150-018,臺中市后里區義德里,2569,無,2,1285
66000150-004,臺中市后里區后里里,3457,無,3,1152
66000150-005,臺中市后里區厚里里,2035,無,2,1018
66000150-006,臺中市后里區墩東里,4489,無,3,1496
66000150-007,臺中市后里區墩西里,1881,無,2,941
66000150-008,臺中市后里區墩南里,3059,無,2,1530
66000150-009,臺中市后里區墩北里,3282,無,2,1641
66000150-010,臺中市后里區中和里,2328,無,2,1164
66000150-011,臺中市后里區舊社里,1885,無,1,1885
66000150-012,臺中市后里區聯合里,1537,無,1,1537
66000150-013,臺中市后里區太平里,2083,無,2,1042
66000150-014,臺中市后里區眉山里,3010,無,2,1505
66000150-017,臺中市后里區月眉里,1695,無,1,1695
66000150-016,臺中市后里區公館里,2026,無,2,1013
66000150-015,臺中市后里區泰安里,1235,無,1,1235
66000160-001,臺中市神岡區神岡里,3061,無,2,1531
66000160-002,臺中市神岡區庄前里,1977,無,2,989
66000160-003,臺中市神岡區北庄里,2494,無,2,1247
66000160-004,臺中市神岡區庄後里,2032,無,2,1016
66000160-013,臺中市神岡區圳前里,2266,中國國民黨,2,1133
66000160-015,臺中市神岡區圳堵里,1973,無,2,987
66000160-014,臺中市神岡區新庄里,3915,無,3,1305
66000160-016,臺中市神岡區山皮里,946,中國國民黨,1,946
66000160-005,臺中市神岡區社口里,6763,無,5,1353
66000160-006,臺中市神岡區社南里,4951,無,4,1238
66000160-007,臺中市神岡區三角里,2418,無,2,1209
66000160-009,臺中市神岡區大社里,3964,民主進步黨,3,1321
66000160-008,臺中市神岡區岸裡里,2741,無,2,1371
66000160-010,臺中市神岡區豐洲里,6843,民主進步黨,6,1141
66000160-011,臺中市神岡區神洲里,2472,無,2,1236
66000160-012,臺中市神岡區溪洲里,2609,無,2,1305
66000170-002,臺中市潭子區潭秀里,1304,無,1,1304
66000170-003,臺中市潭子區潭北里,2210,中國國民黨,2,1105
66000170-001,臺中市潭子區潭陽里,10676,無,7,1525
66000170-004,臺中市潭子區福仁里,9313,無,5,1863
66000170-005,臺中市潭子區頭家里,4641,中國國民黨,3,1547
66000170-014,臺中市潭子區頭家東,4008,中國國民黨,2,2004
66000170-015,臺中市潭子區家興里,6243,中國國民黨,3,2081
66000170-016,臺中市潭子區家福里,4070,無,2,2035
66000170-006,臺中市潭子區甘蔗里,8566,中國國民黨,5,1713
66000170-007,臺中市潭子區東寶里,11224,無,7,1603
66000170-008,臺中市潭子區大富里,2440,無,1,2440
66000170-009,臺中市潭子區大豐里,5286,無,3,1762
66000170-010,臺中市潭子區栗林里,4349,中國國民黨,3,1450
66000170-011,臺中市潭子區嘉仁里,3571,無,2,1786
66000170-012,臺中市潭子區新田里,1486,中國國民黨,1,1486
66000170-013,臺中市潭子區聚興里,3652,無,2,1826
66000180-012,臺中市大雅區上雅里,5193,無,3,1731
66000180-001,臺中市大雅區大雅里,4165,中國國民黨,3,1388
66000180-013,臺中市大雅區文雅里,5532,無,3,1844
66000180-007,臺中市大雅區三和里,4690,中國國民黨,3,1563
66000180-010,臺中市大雅區二和里,5451,無,3,1817
66000180-011,臺中市大雅區四德里,4129,無,3,1376
66000180-008,臺中市大雅區西寶里,4385,無,3,1462
66000180-009,臺中市大雅區上楓里,5504,無,3,1835
66000180-014,臺中市大雅區大楓里,4407,無,3,1469
66000180-015,臺中市大雅區雅楓里,3344,無,2,1672
66000180-002,臺中市大雅區員林里,8288,無,6,1381
66000180-003,臺中市大雅區六寶里,5795,中國國民黨,4,1449
66000180-004,臺中市大雅區秀山里,3016,無,2,1508
66000180-006,臺中市大雅區橫山里,3830,無,3,1277
66000180-005,臺中市大雅區忠義里,3542,中國國民黨,2,1771
66000190-001,臺中市新社區新社里,3106,無,2,1553
66000190-002,臺中市新社區復盛里,1835,無,2,918
66000190-003,臺中市新社區中正里,1319,無,1,1319
66000190-004,臺中市新社區月湖里,971,無,1,971
66000190-005,臺中市新社區崑山里,1120,無,1,1120
66000190-006,臺中市新社區大南里,1846,無,2,923
66000190-007,臺中市新社區永源里,2819,無,3,940
66000190-008,臺中市新社區中興里,605,中國國民黨,1,605
66000190-009,臺中市新社區協成里,2734,無,2,1367
66000190-010,臺中市新社區東興里,1214,無,1,1214
66000190-011,臺中市新社區慶西里,878,無,2,439
66000190-012,臺中市新社區中和里,594,無,1,594
66000190-013,臺中市新社區福興里,1160,無,2,580
66000200-001,臺中市石岡區石岡里,1179,無,1,1179
66000200-002,臺中市石岡區萬安里,1413,無,1,1413
66000200-003,臺中市石岡區九房里,1202,中國國民黨,1,1202
66000200-004,臺中市石岡區金星里,1239,無,1,1239
66000200-005,臺中市石岡區龍興里,637,無,1,637
66000200-006,臺中市石岡區萬興里,1396,無,1,1396
66000200-007,臺中市石岡區梅子里,1764,中國國民黨,1,1764
66000200-008,臺中市石岡區土牛里,984,中國國民黨,1,984
66000200-009,臺中市石岡區德興里,1438,無,1,1438
66000200-010,臺中市石岡區和盛里,1190,中國國民黨,1,1190
66000210-001,臺中市外埔區永豐里,983,無,1,983
66000210-002,臺中市外埔區六分里,2020,中國國民黨,2,1010
66000210-004,臺中市外埔區大同里,4230,無,3,1410
66000210-006,臺中市外埔區大東里,5897,無,4,1474
66000210-003,臺中市外埔區三崁里,1851,無,1,1851
66000210-005,臺中市外埔區水美里,3188,無,3,1063
66000210-009,臺中市外埔區鐵山里,2109,無,2,1055
66000210-008,臺中市外埔區中山里,1105,無,1,1105
66000210-007,臺中市外埔區馬鳴里,1338,無,1,1338
66000210-010,臺中市外埔區土城里,1583,無,1,1583
66000210-011,臺中市外埔區廍子里,1208,無,1,1208
66000220-001,臺中市大安區南埔里,1020,無,1,1020
66000220-002,臺中市大安區南庄里,1025,無,1,1025
66000220-003,臺中市大安區中庄里,2556,中國國民黨,2,1278
66000220-006,臺中市大安區東安里,1191,無,1,1191
66000220-005,臺中市大安區福興里,1167,無,1,1167
66000220-004,臺中市大安區龜里,1569,無,2,785
66000220-007,臺中市大安區頂安里,868,無,1,868
66000220-008,臺中市大安區永安里,1690,無,2,845
66000220-009,臺中市大安區福住里,1010,無,1,1010
66000220-010,臺中市大安區海墘里,1387,中國國民黨,1,1387
66000220-011,臺中市大安區西安里,1661,無,2,831
66000220-012,臺中市大安區松雅里,819,無,1,819
66000230-001,臺中市烏日區烏日里,7756,民主進步黨,5,1551
66000230-002,臺中市烏日區湖日里,2421,無,2,1211
66000230-003,臺中市烏日區三和里,4025,中國國民黨,3,1342
66000230-004,臺中市烏日區榮泉里,3768,無,2,1884
66000230-005,臺中市烏日區學田里,2294,無,2,1147
66000230-006,臺中市烏日區九德里,12004,無,7,1715
66000230-007,臺中市烏日區仁德里,6842,中國國民黨,4,1711
66000230-008,臺中市烏日區前竹里,2205,無,2,1103
66000230-009,臺中市烏日區五光里,1567,無,1,1567
66000230-010,臺中市烏日區光明里,2096,無,2,1048
66000230-011,臺中市烏日區東園里,1906,無,1,1906
66000230-012,臺中市烏日區溪埧里,4183,中國國民黨,3,1394
66000230-013,臺中市烏日區螺潭里,1908,無,1,1908
66000230-014,臺中市烏日區北里里,1538,中國國民黨,1,1538
66000230-015,臺中市烏日區南里里,1235,無,1,1235
66000230-016,臺中市烏日區溪尾里,806,無,1,806
66000240-001,臺中市大肚區王田里,4042,無,3,1347
66000240-002,臺中市大肚區中和里,832,無,1,832
66000240-003,臺中市大肚區福山里,3506,無,3,1169
66000240-004,臺中市大肚區營埔里,1393,無,1,1393
66000240-005,臺中市大肚區社腳里,2333,無,2,1167
66000240-006,臺中市大肚區新興里,2504,無,2,1252
66000240-007,臺中市大肚區大東里,2869,無,2,1435
66000240-008,臺中市大肚區大肚里,1937,無,2,969
66000240-009,臺中市大肚區永和里,815,無,1,815
66000240-010,臺中市大肚區磺溪里,1579,無,1,1579
66000240-011,臺中市大肚區永順里,1585,無,1,1585
66000240-012,臺中市大肚區成功里,911,無,1,911
66000240-013,臺中市大肚區山陽里,1290,無,1,1290
66000240-014,臺中市大肚區頂街里,6632,無,4,1658
66000240-015,臺中市大肚區瑞井里,4607,無,3,1536
66000240-016,臺中市大肚區蔗廍里,4410,無,3,1470
66000240-017,臺中市大肚區自強里,3370,中國國民黨,2,1685
66000250-001,臺中市龍井區竹坑里,2842,無,2,1421
66000250-002,臺中市龍井區龍東里,2651,無,2,1326
66000250-003,臺中市龍井區龍西里,1762,無,1,1762
66000250-004,臺中市龍井區田中里,3195,無,2,1598
66000250-005,臺中市龍井區福田里,992,無,1,992
66000250-006,臺中市龍井區麗水里,2128,無,2,1064
66000250-007,臺中市龍井區龍津里,4722,無,4,1181
66000250-008,臺中市龍井區三德里,2822,無,2,1411
66000250-009,臺中市龍井區忠和里,4542,無,3,1514
66000250-010,臺中市龍井區山腳里,5259,無,3,1753
66000250-011,臺中市龍井區龍泉里,6641,無,5,1328
66000250-012,臺中市龍井區龍崗里,2453,無,2,1227
66000250-013,臺中市龍井區新庄里,5845,無,4,1461
66000250-014,臺中市龍井區南寮里,1500,無,1,1500
66000250-016,臺中市龍井區東海里,7478,無,5,1496
66000250-015,臺中市龍井區新東里,4460,無,4,1115
66000260-001,臺中市霧峰區桐林里,1161,無,1,1161
66000260-002,臺中市霧峰區吉峰里,8664,無,6,1444
66000260-003,臺中市霧峰區甲寅里,4478,無,3,1493
